art_style,painting,emotion,utterance,repetition,artist_parsed,artwork_parsed,year_parsed,artist_key,artwork_key,link
Contemporary_Realism,richard-whitney_end-of-an-era,contentment,The lighting throughout this piece adds wonderful energy and flows.  Everything is painted clear and concise.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,excitement,illusion of the industrial side of a town which is often neglected by artists,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,awe,The railroad tracks look very real as does the blue sky and clouds,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,contentment,The man walks the tracks looking for a home he's never seen.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,something else,"The train stop appears to have made the city bustling, but it still does not feel like a place I would want to visit. The train station looks like it takes up much of the city.",50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,awe,i'm impressed by the realism of the scene and the fluffiness of the clouds,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,awe,The little church steeple and the little buildings on a railroad track remind me of a homey little town.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,disgust,This industrial focused work makes me think of the hard labor and tough times earlier generations dealt with.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,contentment,The smoke coming out of the buildings by the railroad makes for a quaint urban sight for me.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,contentment,the village sits quiet and so peaceful,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,excitement,"The train tracks lead to a town with a church, reminding me of traveling with my family and meeting new people at churches.",50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,contentment,I like seeing the man walking along the train tracks.  It makes me feel like he's happy and connected to his town. The blue sky contrasts well with the brown of the buildings.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,contentment,The train track and the booming town in the background give me the feeling that this is a prosperous land.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,contentment,It looks like the tracks I ride my bike beside on the edge of town.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,awe,Several railway lines making their way through a town look epic.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,excitement,The long railroad tracks make me wonder which train will come next.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,excitement,"You feel like you are headed into this little town on the train, and it's exciting what the town has in store for you.",50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,sadness,This rail yard is one hell of a lonely place.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,contentment,The reddish building structure and train car contrast well with the blue sky.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,contentment,I like how small towns are highlighted in the painting.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Contemporary_Realism,richard-whitney_end-of-an-era,contentment,Makes me feel nostalgic since I used to live in Rhode Island and this reminds me of Nantucket.,50,Richard Whitney,End Of An Era,,richard whitney,end of an era,https://uploads8.wikiart.org/images/richard-whitney/end-of-an-era.jpg
Baroque,peter-paul-rubens_the-entombment-1612,awe,the details in muscles really stand out as well as each character having its own expression.,51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,sadness,I think the man being carried must be dead.,51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,sadness,"This is a very sad moment in the life of Jesus, as he is being taken down from the cross.",51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,sadness,Heart-rending post-crucifixion scene.,51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,awe,The people struggle to the help the large fallen man.,51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,sadness,I feel sadness because the painting is depicting the death of the main in the white robe. The people around him have sad expressions on their faces and it looks like they are mourning his death.,51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,sadness,The man is dying and his friends can no longer help him.,51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,fear,Jesus is falling and looks really dead and sick,51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,sadness,The man is depicted as dead and unresponsive and the people that are all holding onto him look sad and mournful.,51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,sadness,A man is dying in the arms of the people around him,51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,sadness,It's sad to see them carrying the lifeless body of Jesus.,51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,sadness,A dead man is mourned as his friends carry him off.,51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,sadness,Someone injured or ded being held by ither men is very sad.,51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,fear,The man looks like he has fallen ill due to some type of poisoning attack,51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,sadness,"Just an incredibly sad image, I feel like you can just see the sadness on everyone's face.",51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,sadness,I feel awful for the person in the middle. I assume this is Jesus after he was killed and it makes me feel sad.,51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,sadness,"One can definitely feel the sadness with this as the people cry and lament over the loss of the fellow, holding onto him to wish for a different outcome.",51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,fear,Looks like those people are grieving the death of someone important to them.,51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,sadness,"The dead man being carried by others makes for a macabre, depressing sight.",51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,sadness,"This painting has a heavy feeling about it, like the body that's being carried.",51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,sadness,sadness as a result of losing a loved one (individual in white with mouth agap),51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,contentment,The deep blacks used in the background really make the scene stand out more.,51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,sadness,"The dark background, the dying man in the center and the unpleasant expression on everyone's face make me feel sad.",51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,sadness,It is a talented artist and they captured the grief well.,51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,sadness,"The figures mourn the fallen figures, full of grief.",51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,contentment,Saving the man in an attempt to save themselves.,51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,awe,"feels like it's telling a story, a man in distress holding a dead or unconscious man",51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,sadness,The people look like they are mourning the loss of the man.,51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
Baroque,peter-paul-rubens_the-entombment-1612,awe,"This is highly detailed, and it looks like something biblical, or very ancient. The emotions of the characters faces are palpable.",51,Peter Paul Rubens,The Entombment,1612.0,peter paul rubens,the entombment,https://uploads7.wikiart.org/images/peter-paul-rubens/the-entombment-1612.jpg
